🕘️更新时间,#genre#
2025-11-09 22:23:44,http://218.241.192.50:8808/rtp/239.3.1.129:8008

📺央视超清频道,#genre#
CCTV-1 综合,http://218.241.192.50:8808/rtp/239.3.1.129:8008
CCTV-1 综合,http://ygbh.site/php/bfgd.php?id=488
CCTV-1 综合,http://ygbh.site/php/bfgd.php?id=488
CCTV-2 财经,http://218.241.192.50:8808/rtp/239.3.1.60:8084
CCTV-2 财经,http://ygbh.site/php/bfgd.php?id=061
CCTV-2 财经,http://ygbh.site/php/bfgd.php?id=061
CCTV-3 综艺,http://218.241.192.50:8808/rtp/239.3.1.172:8001
CCTV-3 综艺,http://ygbh.site/php/bfgd.php?id=062
CCTV-3 综艺,http://ygbh.site/php/bfgd.php?id=062
CCTV-4 中文国际,http://218.241.192.50:8808/rtp/239.3.1.105:8092
CCTV-4 中文国际,http://ygbh.site/php/bfgd.php?id=063
CCTV-4 中文国际,http://ygbh.site/php/bfgd.php?id=063
CCTV-5 体育,http://218.241.192.50:8808/rtp/239.3.1.173:8001
CCTV-5 体育,http://ygbh.site/php/bfgd.php?id=064
CCTV-5 体育,http://218.241.192.50:8808/rtp/239.3.1.173:8001
CCTV-5+ 体育赛事,http://218.241.192.50:8808/rtp/239.3.1.130:8004
CCTV-5+ 体育赛事,http://ygbh.site/php/bfgd.php?id=246
CCTV-6 电影,http://218.241.192.50:8808/rtp/239.3.1.174:8001
CCTV-6 电影,http://ygbh.site/php/bfgd.php?id=065
CCTV-7 国防军事,http://218.241.192.50:8808/rtp/239.3.1.61:8104
CCTV-7 国防军事,http://ygbh.site/php/bfgd.php?id=127
CCTV-7 国防军事,http://ygbh.site/php/bfgd.php?id=127
CCTV-8 电视剧,http://218.241.192.50:8808/rtp/239.3.1.175:8001
CCTV-8 电视剧,http://ygbh.site/php/bfgd.php?id=066
CCTV-9 纪录,http://218.241.192.50:8808/rtp/239.3.1.62:8112
CCTV-9 纪录,http://ygbh.site/php/bfgd.php?id=128
CCTV-9 纪录,http://ygbh.site/php/bfgd.php?id=128
CCTV-10 科教,http://218.241.192.50:8808/rtp/239.3.1.63:8116
CCTV-10 科教,http://ygbh.site/php/bfgd.php?id=129
